Mol ID,SMILES,Atom ID,Aromatic,Strained,C_Mulliken Charge,AtomDegree,C_Effective Atom Polarizability,C_Partial Pi Charge ,C_Pi Electronegativity,C_SigmaElectonegativity,Hybridization,H_mulliken_charge,H_Effective Atom Polarizability,H_sigmaElectroNegativityDescriptor,NWChem,Avg_NWChem,BondLength,Exp1JCH,SigmaDeltaTheta,SigmaAbsDelthaTheta,Omega,MaxDeltaTheta
123_NWChem_1JCH_mulliken,[H]OC([H])=O,3,FALSE,FALSE,5.57969,2,3.0745,0.053898466,8.044045926,11.17953423,SP2,0.90405,2.41575,8.009259771,226.7146,226.7146,1.096432449,222,-4.997902693,0,0,0
124_NWChem_1JCH_mulliken,[H]C(=O)OC([H])([H])[H],4,FALSE,FALSE,5.58332,2,3.70325,0.054067511,8.064967184,11.2029577,SP2,0.90042,2.730125,8.010433263,226.1387,226.1387,1.097418665,226.2,-5.833905701,0,0,0
125_NWChem_1JCH_mulliken,[H]C(=O)F,2,FALSE,FALSE,5.53122,2,2.513,0.0569472,8.43596583,11.61732197,SP2,0.88786,2.135,8.043188415,262.5094,262.5094,1.094297731,267,-2.72576697,0,0,0
126_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c([H])c([H])c1([H]),7,TRUE,FALSE,6.10356,2,6.838375,0,5.497657149,8.220173267,SP2,0.89644,4.2976875,7.55323499,158.5487,158.5490333,1.083707425,158.4,-1.86E-08,0,0,0
126_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c([H])c([H])c1([H]),6,TRUE,FALSE,6.10356,2,6.838375,0,5.497657149,8.220173267,SP2,0.89644,4.2976875,7.55323499,158.5497,158.5490333,1.083707426,158.4,3.72E-08,0,0,0
127_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),10,TRUE,FALSE,6.15401,2,8.3250625,0,5.557205943,8.290849066,SP2,0.90157,5.04103125,7.556959204,158.21,158.21,1.084525863,158.8,-0.866133303,0,0,0
127_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2(c1([H])),11,TRUE,FALSE,6.11701,2,7.58171875,0,5.502207451,8.225577164,SP2,0.89679,4.669359375,7.553346944,158.9719,158.9719,1.083544297,159.5,-0.289257162,0,0,0
128_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c3c([H])c([H])c([H])c([H])c3(c([H])c2(c1([H]))),18,TRUE,FALSE,6.25297,2,9.81175,0,5.616964721,8.36167947,SP2,0.90485,5.784375,7.560689804,157.4415,157.4415,1.08527602,158.1,-1.767348297,0,0,0
128_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c3c([H])c([H])c([H])c([H])c3(c([H])c2(c1([H]))),23,TRUE,FALSE,6.15527,2,8.696734375,0,5.557347058,8.291016436,SP2,0.90135,5.226867188,7.556960571,158.9212,158.921275,1.084446254,159.3,-0.972053058,0,0,0
128_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c3c([H])c([H])c([H])c([H])c3(c([H])c2(c1([H]))),14,TRUE,FALSE,6.15527,2,8.696734375,0,5.557347058,8.291016436,SP2,0.90135,5.226867188,7.556960571,158.9213,158.921275,1.084446254,159.3,-0.972053058,0,0,0
128_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c3c([H])c([H])c([H])c([H])c3(c([H])c2(c1([H]))),15,TRUE,FALSE,6.12311,2,7.767554688,0,5.502209182,8.225579219,SP2,0.89717,4.762277344,7.553346949,159.301,159.301,1.08351381,159.7,-0.446966341,0,0,0
129_NWChem_1JCH_mulliken,[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])c4c([H])c([H])c(c1([H]))c2c34,20,TRUE,FALSE,6.13661,2,8.251773437,0,5.506492415,8.230665438,SP2,0.89769,5.004386719,7.553456257,158.3038,158.3038,1.08352249,158.8,-0.610236427,0,0,0
129_NWChem_1JCH_mulliken,[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])c4c([H])c([H])c(c1([H]))c2c34,21,TRUE,FALSE,6.1756,2,8.921828125,0,5.55762561,8.291346814,SP2,0.90154,5.339414063,7.556963305,158.5317,158.5317,1.084225555,159,-0.732923684,0,0,0
129_NWChem_1JCH_mulliken,[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])c4c([H])c([H])c(c1([H]))c2c34,16,TRUE,FALSE,6.20138,2,9.2935,0,5.561920312,8.296440304,SP2,0.90002,5.52525,7.557072823,158.762,158.762,1.084464962,159.4,-1.36547928,0,0,0
130_NWChem_1JCH_mulliken,[H]c1c([H])c3C([H])=C([H])c4c([H])c([H])c2C([H])=C([H])c1c2c34,14,TRUE,FALSE,6.22913,2,9.00034375,0,5.561922033,8.296442345,SP2,0.89331,5.378671875,7.557072828,158.0751,158.0751,1.084315881,160,-0.999914133,0,0,0
130_NWChem_1JCH_mulliken,[H]c1c([H])c3C([H])=C([H])c4c([H])c([H])c2C([H])=C([H])c1c2c34,18,FALSE,FALSE,6.20242,2,8.729875,0,5.561922033,8.296442345,SP2,0.89469,5.2434375,7.557072828,170.8145,170.8145,1.08086566,171,10.52842557,0,0,0
131_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),14,TRUE,FALSE,6.14404,2,8.5205,0,5.557204264,8.290847075,SP2,0.89303,5.13875,7.556959198,150.3055,150.3055,1.087209677,152.4,-9.029982749,0,0,0
131_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),13,TRUE,FALSE,6.14401,2,8.5205,0,5.557204264,8.290847075,SP2,0.89303,5.13875,7.556959198,150.3057,150.3057,1.087209474,152.4,-9.029971471,0,0,0
131_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),17,TRUE,FALSE,6.0641,2,7.62709375,0,5.497930618,8.220498053,SP2,0.89525,4.692046875,7.553237665,151.8178,151.8178,1.085911243,152.4,-9.844401683,0,0,0
131_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),16,TRUE,FALSE,6.12706,2,7.874875,0,5.502072364,8.225416743,SP2,0.89743,4.8159375,7.553345611,155.3237,155.3237,1.08474863,155.7,-8.693040034,0,0,0
131_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),15,TRUE,FALSE,6.12718,2,7.874875,0,5.502072364,8.225416743,SP2,0.89743,4.8159375,7.553345611,155.3239,155.3239,1.084748942,155.7,-8.693021859,0,0,0
131_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),12,TRUE,FALSE,6.11841,2,7.53634375,0,5.50648544,8.230657156,SP2,0.9016,4.646671875,7.553456236,163.0119,163.0119,1.081787361,164.3,10.09623469,0,0,0
131_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),10,TRUE,FALSE,6.18903,2,8.129625,0,5.557341524,8.291009872,SP2,0.90164,4.9433125,7.556960539,169.384,169.384,1.080395479,168.3,11.47266543,0,0,0
131_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c([H])c([H])c([H])c2(c([H])c1([H])),11,TRUE,FALSE,6.18902,2,8.129625,0,5.557341524,8.291009872,SP2,0.90164,4.9433125,7.556960539,169.3842,169.3842,1.080395655,168.3,11.47273282,0,0,0
132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,16,FALSE,FALSE,6.16849,2,9.24115625,-0.011561698,5.55762561,8.291346814,SP2,0.89863,5.499078125,7.556963305,150.3177,150.32035,1.086895902,151,-9.631788368,0,0,0
132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,17,FALSE,FALSE,6.16846,2,9.24115625,-0.003844583,5.55762561,8.291346814,SP2,0.89863,5.499078125,7.556963305,150.3193,150.322,1.086891305,151,-9.63090617,0,0,0
132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,20,FALSE,FALSE,6.16848,2,9.24115625,-0.011561698,5.55762561,8.291346814,SP2,0.89862,5.499078125,7.556963305,150.323,150.32035,1.086918943,151,-9.63165248,0,0,0
132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,19,FALSE,FALSE,6.16848,2,9.24115625,-0.003844583,5.55762561,8.291346814,SP2,0.89863,5.499078125,7.556963305,150.3247,150.322,1.086909963,151,-9.630682534,0,0,0
132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,18,FALSE,FALSE,6.17191,2,8.719421875,-0.003872533,5.506492415,8.230665438,SP2,0.90186,5.238210938,7.553456257,156.3749,156.3785,1.084268157,156,-7.543416051,0,0,0
132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,21,FALSE,FALSE,6.17191,2,8.719421875,-0.003872533,5.506492415,8.230665438,SP2,0.90186,5.238210938,7.553456257,156.3821,156.3785,1.08428914,156,-7.542750304,0,0,0
132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,23,FALSE,FALSE,6.18313,2,9.02303125,-0.006319524,5.561920312,8.296440304,SP2,0.90053,5.390015625,7.557072823,166.4435,166.4454,1.081182415,167,10.02207751,0,0,0
132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,25,FALSE,FALSE,6.18315,2,9.02303125,0,5.561920312,8.296440304,SP2,0.90053,5.390015625,7.557072823,166.4444,166.446,1.081190262,167,10.02222244,0,0,0
132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,22,FALSE,FALSE,6.18315,2,9.02303125,-0.006319524,5.561920312,8.296440304,SP2,0.90052,5.390015625,7.557072823,166.4473,166.4454,1.081208891,167,10.02282214,0,0,0
132_NWChem_1JCH_mulliken,[H]C3=C([H])C=2C4=C1C(=C([H])C([H])=C1C([H])=C([H])C=2([H]))C([H])=C([H])C([H])=C34,24,FALSE,FALSE,6.18316,2,9.02303125,0,5.561920312,8.296440304,SP2,0.90052,5.390015625,7.557072823,166.4476,166.446,1.081205778,167,10.02299056,0,0,0
133_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c([H])c1([H]),6,TRUE,FALSE,6.03774,2,6.705,0,5.518438429,8.24629769,SP2,0.8921,4.231,7.553800767,160.5395,160.5395,1.083715934,161.1,1.436024436,0,0,0
133_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c([H])c1([H]),7,TRUE,FALSE,6.12643,2,6.571625,0.080040155,5.637090762,8.386561242,SP2,0.89416,4.1643125,7.562532077,161.9827,161.98355,1.083071655,162.6,1.487779841,0,0,0
133_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c([H])c1([H]),10,TRUE,FALSE,6.12644,2,6.571625,0.080040155,5.637090762,8.386561242,SP2,0.89416,4.1643125,7.562532077,161.9844,161.98355,1.083076894,162.6,1.488186913,0,0,0
133_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c([H])c1([H]),8,TRUE,FALSE,5.98218,2,6.304875,0,6.196584069,9.047922263,SP2,0.88842,4.0309375,7.683651575,178.5204,178.5217,1.085944327,177.4,-3.593903406,0,0,0
133_NWChem_1JCH_mulliken,[H]c1nc([H])c([H])c([H])c1([H]),9,TRUE,FALSE,5.98218,2,6.304875,0,6.196584069,9.047922263,SP2,0.88842,4.0309375,7.683651575,178.523,178.5217,1.085954884,177.4,-3.593914515,0,0,0
136_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C2([H])([H]),8,TRUE,FALSE,6.109,2,7.065,0,5.499835068,8.222759814,SP2,0.89752,4.411,7.553288158,157.2213,157.2213,1.084063178,159,-2.199340514,0,0,0
136_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C2([H])([H]),7,TRUE,FALSE,6.15396,2,7.291625,0,5.526651996,8.254597779,SP2,0.89555,4.5243125,7.555017155,167.4528,167.4528,1.083465918,168.5,6.601337657,0,0,0
137_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C([H])([H])C2([H])([H]),10,TRUE,FALSE,6.11142,2,7.246375,0,5.499759999,8.222670661,SP2,0.9004,4.5016875,7.553287433,157.3064,157.3064,1.083968772,157.5,-1.680322666,0,0,0
137_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C([H])([H])C2([H])([H]),8,TRUE,FALSE,6.19569,2,7.654375,0,5.524234257,8.251728147,SP2,0.89763,4.7056875,7.554957179,158.9349,158.9349,1.083995839,162,3.952568332,0,0,0
138_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C([H])([H])C([H])([H])C2([H])([H]),9,TRUE,FALSE,6.18108,2,8.017125,0,5.524159941,8.251639938,SP2,0.9002,4.8870625,7.55495645,156.212,156.212,1.084721377,155.5,0.775405849,0,0,0
139_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c2c(c1([H]))C([H])([H])C([H])([H])C([H])([H])C2([H])([H]),10,TRUE,FALSE,6.15752,2,8.1985,0,5.524159012,8.251638835,SP2,0.9039,4.97775,7.554956447,154.1902,154.1982,1.085492617,155,-1.496550783,0,0,0
